#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 3373, 11,     6.98, 5,   coast,  247.12,  71638.00, 2829.94, 1683.17,  135.94, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     6.99, 5,   coast,  244.08,  71618.00, 2832.15, 1685.37,  138.48, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.00, 5,   coast,  240.99,  71604.00, 2833.69, 1686.92,  140.99, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.01, 5,   coast,  237.87,  71589.00, 2835.35, 1688.57,  143.46, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.02, 5,   coast,  234.70,  71564.00, 2838.10, 1691.33,  145.90, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.03, 5,   coast,  231.50,  71560.00, 2838.54, 1691.77,  148.31, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.04, 5,   coast,  228.25,  71542.00, 2840.53, 1693.76,  150.68, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     7.05, 5,   coast,  224.98,  71524.00, 2842.52, 1695.74,  153.01, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     7.06, 5,   coast,  221.66,  71506.00, 2844.50, 1697.73,  155.31, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.07, 5,   coast,  218.32,  71486.00, 2846.71, 1699.94,  157.58, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.08, 5,   coast,  214.95,  71467.00, 2848.81, 1702.04,  159.80, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.09, 5,   coast,  211.54,  71447.00, 2851.02, 1704.24,  162.00, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.10, 5,   coast,  208.11,  71427.00, 2853.23, 1706.45,  164.15, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.11, 5,   coast,  204.66,  71404.00, 2855.77, 1709.00,  166.27, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.12, 5,   coast,  201.18,  71379.00, 2858.53, 1711.76,  168.35, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.13, 5,   coast,  197.68,  71358.00, 2860.85, 1714.08,  170.39, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.14, 5,   coast,  194.15,  71342.00, 2862.62, 1715.85,  172.40, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.15, 5,   coast,  190.61,  71333.00, 2863.62, 1716.84,  174.36, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     7.16, 5,   coast,  187.04,  71307.00, 2866.50, 1719.72,  176.29, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.17, 5,   coast,  183.45,  71294.00, 2867.93, 1721.16,  178.18, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.18, 5,   coast,  179.85,  71272.00, 2870.37, 1723.59,  180.04, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.19, 5,   coast,  176.22,  71260.00, 2871.70, 1724.92,  181.85, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     7.20, 5,   coast,  172.58,  71247.00, 2873.14, 1726.36,  183.63, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.21, 5,   coast,  168.92,  71218.00, 2876.35, 1729.57,  185.37, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.22, 5,   coast,  165.25,  71200.00, 2878.34, 1731.57,  187.07, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.23, 5,   coast,  161.56,  71180.00, 2880.56, 1733.78,  188.73, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.24, 5,   coast,  157.85,  71172.00, 2881.44, 1734.67,  190.36, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.25, 5,   coast,  154.13,  71165.00, 2882.22, 1735.44,  191.94, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.26, 5,   coast,  150.40,  71138.00, 2885.21, 1738.44,  193.49, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     7.27, 5,   coast,  146.65,  71114.00, 2887.87, 1741.10,  194.99, 26.0, 8.03, 7.96, 8.02
6, 3373, 11,     7.28, 5,   coast,  142.89,  71093.00, 2890.20, 1743.43,  196.46, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.29, 5,   coast,  139.12,  71075.00, 2892.20, 1745.42,  197.89, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     7.30, 5,   coast,  135.34,  71063.00, 2893.53, 1746.75,  199.28, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.31, 5,   coast,  131.56,  71038.00, 2896.30, 1749.53,  200.63, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.32, 5,   coast,  127.76,  71027.00, 2897.52, 1750.75,  201.95, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.33, 5,   coast,  123.96,  70992.00, 2901.41, 1754.63,  203.23, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.34, 5,   coast,  120.15,  70975.00, 2903.30, 1756.52,  204.47, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.35, 5,   coast,  116.33,  70957.00, 2905.30, 1758.52,  205.67, 26.0, 8.06, 7.96, 8.03
6, 3373, 11,     7.36, 5,   coast,  112.52,  70937.00, 2907.52, 1760.74,  206.83, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.37, 5,   coast,  108.70,  70914.00, 2910.07, 1763.30,  207.96, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     7.38, 5,   coast,  104.88,  70887.00, 2913.07, 1766.30,  209.05, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.39, 5,   coast,  101.06,  70873.00, 2914.63, 1767.86,  210.10, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.40, 5,   coast,   97.25,  70852.00, 2916.97, 1770.19,  211.12, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.41, 5,   coast,   93.44,  70838.00, 2918.52, 1771.75,  212.10, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.42, 5,   coast,   89.64,  70814.00, 2921.19, 1774.42,  213.04, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.43, 5,   coast,   85.85,  70798.00, 2922.97, 1776.20,  213.96, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.44, 5,   coast,   82.07,  70768.00, 2926.31, 1779.54,  214.83, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.45, 5,   coast,   78.30,  70756.00, 2927.65, 1780.87,  215.67, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.46, 5,   coast,   74.56,  70738.00, 2929.65, 1782.88,  216.48, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.47, 5,   coast,   70.83,  70715.00, 2932.21, 1785.44,  217.25, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.48, 5,   coast,   67.12,  70696.00, 2934.33, 1787.56,  217.99, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     7.49, 5,   coast,   63.44,  70672.00, 2937.00, 1790.23,  218.69, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     7.50, 5,   coast,   59.78,  70661.00, 2938.23, 1791.46,  219.35, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.51, 5,   coast,   56.16,  70647.00, 2939.79, 1793.02,  219.97, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.52, 5,   coast,   52.57,  70632.00, 2941.46, 1794.69,  220.54, 26.0, 8.06, 7.96, 8.02
6, 3373, 11,     7.53, 5,   coast,   49.02,  70606.00, 2944.36, 1797.59,  221.07, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.54, 5,   coast,   45.51,  70591.00, 2946.03, 1799.26,  221.55, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.55, 5,   coast,   42.04,  70569.00, 2948.49, 1801.71,  222.00, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.56, 5,   coast,   38.62,  70560.00, 2949.49, 1802.72,  222.41, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.57, 5,   coast,   35.25,  70531.00, 2952.73, 1805.96,  222.79, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.58, 5,   coast,   31.94,  70523.00, 2953.62, 1806.85,  223.13, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.59, 5,   coast,   28.68,  70506.00, 2955.52, 1808.75,  223.45, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     7.60, 5,   coast,   25.48,  70480.00, 2958.42, 1811.65,  223.74, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.61, 5,   coast,   22.35,  70468.00, 2959.76, 1812.99,  223.99, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.62, 5,   coast,   19.28,  70443.00, 2962.56, 1815.78,  224.19, 26.0, 8.05, 7.97, 8.05
6, 3373, 11,     7.63, 5,   coast,   16.28,  70425.00, 2964.57, 1817.79,  224.32, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.64, 5,   coast,   13.35,  70412.00, 2966.02, 1819.25,  224.37, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.65, 5,   coast,   10.50,  70388.00, 2968.70, 1821.93,  224.34, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.66, 5,   coast,    7.73,  70362.00, 2971.61, 1824.84,  224.23, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     7.67, 5,   coast,    5.03,  70345.00, 2973.51, 1826.74,  224.06, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.68, 5,   coast,    2.43,  70339.00, 2974.18, 1827.41,  223.84, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.69, 5,   coast,   -0.10,  70317.00, 2976.65, 1829.87,  223.59, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.70, 5,   coast,   -2.53,  70301.00, 2978.44, 1831.66,  223.31, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     7.71, 5,   coast,   -4.88,  70266.00, 2982.35, 1835.58,  223.01, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.72, 5,   coast,   -7.14,  70261.00, 2982.91, 1836.14,  222.68, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.73, 5,   coast,   -9.30,  70244.00, 2984.82, 1838.04,  222.33, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.74, 5,   coast,  -11.37,  70216.00, 2987.95, 1841.18,  221.96, 26.0, 8.05, 7.99, 8.03
6, 3373, 11,     7.75, 5,   coast,  -13.34,  70197.00, 2990.08, 1843.31,  221.57, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     7.76, 5,   coast,  -15.22,  70186.00, 2991.32, 1844.54,  221.16, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.77, 5,   coast,  -17.01,  70159.00, 2994.34, 1847.57,  220.74, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.78, 5,   coast,  -18.69,  70141.00, 2996.36, 1849.59,  220.31, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.79, 5,   coast,  -20.28,  70126.00, 2998.04, 1851.27,  219.86, 26.0, 8.05, 7.97, 8.05
6, 3373, 11,     7.80, 5,   coast,  -21.78,  70106.00, 3000.28, 1853.51,  219.41, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.81, 5,   coast,  -23.17,  70082.00, 3002.98, 1856.20,  218.96, 26.0, 8.06, 7.96, 8.05
6, 3373, 11,     7.82, 5,   coast,  -24.48,  70057.00, 3005.78, 1859.01,  218.50, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.83, 5,   coast,  -25.68,  70037.00, 3008.03, 1861.25,  218.04, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.84, 5,   coast,  -26.80,  70020.00, 3009.94, 1863.16,  217.58, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.85, 5,   coast,  -27.82,  70010.00, 3011.06, 1864.28,  217.12, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.86, 5,   coast,  -28.75,  69985.00, 3013.87, 1867.09,  216.67, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.87, 5,   coast,  -29.60,  69964.00, 3016.23, 1869.45,  216.21, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.88, 5,   coast,  -30.36,  69951.00, 3017.69, 1870.91,  215.76, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.89, 5,   coast,  -31.03,  69927.00, 3020.38, 1873.61,  215.31, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.90, 5,   coast,  -31.62,  69905.00, 3022.86, 1876.08,  214.87, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.91, 5,   coast,  -32.13,  69893.00, 3024.21, 1877.43,  214.43, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.92, 5,   coast,  -32.57,  69869.00, 3026.91, 1880.13,  213.99, 26.0, 8.05, 7.97, 8.05
6, 3373, 11,     7.93, 5,   coast,  -32.93,  69846.00, 3029.49, 1882.72,  213.56, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     7.94, 5,   coast,  -33.22,  69842.00, 3029.94, 1883.17,  213.13, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     7.95, 5,   coast,  -33.45,  69819.00, 3032.53, 1885.76,  212.71, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.96, 5,   coast,  -33.60,  69801.00, 3034.56, 1887.78,  212.30, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.97, 5,   coast,  -33.70,  69781.00, 3036.81, 1890.03,  211.89, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.98, 5,   coast,  -33.74,  69763.00, 3038.83, 1892.06,  211.49, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     7.99, 5,   coast,  -33.73,  69747.00, 3040.64, 1893.86,  211.09, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.00, 5,   coast,  -33.66,  69730.00, 3042.55, 1895.78,  210.70, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.01, 5,   coast,  -33.54,  69715.00, 3044.24, 1897.47,  210.32, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.02, 5,   coast,  -33.38,  69690.00, 3047.06, 1900.28,  209.94, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.03, 5,   coast,  -33.18,  69676.00, 3048.64, 1901.86,  209.57, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     8.04, 5,   coast,  -32.94,  69655.00, 3051.00, 1904.23,  209.21, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.05, 5,   coast,  -32.67,  69642.00, 3052.47, 1905.70,  208.85, 26.0, 8.06, 7.96, 8.02
6, 3373, 11,     8.06, 5,   coast,  -32.37,  69620.00, 3054.95, 1908.18,  208.51, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.07, 5,   coast,  -32.03,  69604.00, 3056.76, 1909.98,  208.17, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.08, 5,   coast,  -31.67,  69591.00, 3058.22, 1911.45,  207.84, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.09, 5,   coast,  -31.29,  69564.00, 3061.27, 1914.50,  207.52, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.10, 5,   coast,  -30.89,  69549.00, 3062.96, 1916.19,  207.21, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.11, 5,   coast,  -30.48,  69525.00, 3065.67, 1918.90,  206.90, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.12, 5,   coast,  -30.04,  69510.00, 3067.37, 1920.59,  206.60, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.13, 5,   coast,  -29.60,  69491.00, 3069.51, 1922.74,  206.30, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.14, 5,   coast,  -29.15,  69476.00, 3071.21, 1924.43,  206.02, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.15, 5,   coast,  -28.70,  69452.00, 3073.92, 1927.15,  205.74, 26.0, 8.03, 7.96, 8.02
6, 3373, 11,     8.16, 5,   coast,  -28.24,  69442.00, 3075.05, 1928.28,  205.46, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.17, 5,   coast,  -27.77,  69425.00, 3076.97, 1930.20,  205.20, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     8.18, 5,   coast,  -27.31,  69405.00, 3079.23, 1932.46,  204.94, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.19, 5,   coast,  -26.85,  69386.00, 3081.38, 1934.61,  204.69, 26.0, 8.03, 7.97, 8.02
6, 3373, 11,     8.20, 5,   coast,  -26.40,  69370.00, 3083.19, 1936.42,  204.44, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     8.21, 5,   coast,  -25.94,  69353.00, 3085.12, 1938.34,  204.20, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     8.22, 5,   coast,  -25.50,  69331.00, 3087.61, 1940.83,  203.96, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.23, 5,   coast,  -25.06,  69309.00, 3090.10, 1943.32,  203.73, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     8.24, 5,   coast,  -24.63,  69297.00, 3091.46, 1944.68,  203.50, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.25, 5,   coast,  -24.20,  69276.00, 3093.83, 1947.06,  203.28, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.26, 5,   coast,  -23.79,  69257.00, 3095.99, 1949.21,  203.06, 26.0, 8.03, 7.96, 8.03
6, 3373, 11,     8.27, 5,   coast,  -23.38,  69241.00, 3097.80, 1951.02,  202.85, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.28, 5,   coast,  -22.98,  69221.00, 3100.06, 1953.29,  202.64, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     8.29, 5,   coast,  -22.60,  69215.00, 3100.74, 1953.97,  202.44, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.30, 5,   coast,  -22.23,  69184.00, 3104.26, 1957.48,  202.24, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.31, 5,   coast,  -21.86,  69171.00, 3105.73, 1958.96,  202.05, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.32, 5,   coast,  -21.51,  69144.00, 3108.80, 1962.02,  201.86, 26.0, 8.05, 7.97, 8.05
6, 3373, 11,     8.33, 5,   coast,  -21.17,  69134.00, 3109.93, 1963.16,  201.67, 26.0, 8.06, 7.96, 8.03
6, 3373, 11,     8.34, 5,   coast,  -20.85,  69118.00, 3111.74, 1964.97,  201.48, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.35, 5,   coast,  -20.53,  69087.00, 3115.26, 1968.49,  201.30, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.36, 5,   coast,  -20.23,  69076.00, 3116.51, 1969.74,  201.12, 26.0, 8.06, 7.96, 8.05
6, 3373, 11,     8.37, 5,   coast,  -19.94,  69055.00, 3118.90, 1972.12,  200.94, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.38, 5,   coast,  -19.66,  69045.00, 3120.03, 1973.26,  200.77, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.39, 5,   coast,  -19.40,  69021.00, 3122.76, 1975.98,  200.59, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.40, 5,   coast,  -19.15,  69001.00, 3125.03, 1978.25,  200.42, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.41, 5,   coast,  -18.91,  68986.00, 3126.73, 1979.96,  200.25, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.42, 5,   coast,  -18.68,  68971.00, 3128.44, 1981.66,  200.09, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.43, 5,   coast,  -18.46,  68946.00, 3131.28, 1984.51,  199.92, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.44, 5,   coast,  -18.25,  68932.00, 3132.87, 1986.10,  199.76, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.45, 5,   coast,  -18.06,  68919.00, 3134.35, 1987.58,  199.60, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.46, 5,   coast,  -17.88,  68896.00, 3136.97, 1990.19,  199.43, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.47, 5,   coast,  -17.70,  68874.00, 3139.47, 1992.70,  199.27, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     8.48, 5,   coast,  -17.54,  68857.00, 3141.40, 1994.63,  199.11, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     8.49, 5,   coast,  -17.39,  68850.00, 3142.20, 1995.43,  198.95, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.50, 5,   coast,  -17.25,  68829.00, 3144.59, 1997.82,  198.80, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.51, 5,   coast,  -17.12,  68801.00, 3147.78, 2001.01,  198.64, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.52, 5,   coast,  -17.00,  68784.00, 3149.72, 2002.94,  198.48, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.53, 5,   coast,  -16.89,  68764.00, 3151.99, 2005.22,  198.33, 26.0, 8.05, 7.99, 8.03
6, 3373, 11,     8.54, 5,   coast,  -16.78,  68753.00, 3153.25, 2006.47,  198.17, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.55, 5,   coast,  -16.69,  68731.00, 3155.76, 2008.98,  198.02, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.56, 5,   coast,  -16.60,  68708.00, 3158.38, 2011.60,  197.87, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.57, 5,   coast,  -16.53,  68703.00, 3158.95, 2012.17,  197.71, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.58, 5,   coast,  -16.46,  68681.00, 3161.46, 2014.68,  197.56, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     8.59, 5,   coast,  -16.40,  68660.00, 3163.85, 2017.08,  197.40, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.60, 5,   coast,  -16.34,  68648.00, 3165.22, 2018.45,  197.25, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.61, 5,   coast,  -16.29,  68630.00, 3167.27, 2020.50,  197.09, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.62, 5,   coast,  -16.25,  68618.00, 3168.64, 2021.87,  196.94, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.63, 5,   coast,  -16.21,  68603.00, 3170.36, 2023.58,  196.78, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.64, 5,   coast,  -16.18,  68584.00, 3172.53, 2025.75,  196.63, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.65, 5,   coast,  -16.16,  68560.00, 3175.27, 2028.49,  196.47, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.66, 5,   coast,  -16.14,  68539.00, 3177.66, 2030.89,  196.32, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.67, 5,   coast,  -16.13,  68516.00, 3180.29, 2033.52,  196.16, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.68, 5,   coast,  -16.12,  68504.00, 3181.66, 2034.89,  196.01, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.69, 5,   coast,  -16.11,  68483.00, 3184.06, 2037.29,  195.85, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.70, 5,   coast,  -16.11,  68466.00, 3186.01, 2039.23,  195.70, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.71, 5,   coast,  -16.12,  68452.00, 3187.61, 2040.83,  195.54, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.72, 5,   coast,  -16.13,  68438.00, 3189.21, 2042.44,  195.39, 26.0, 8.05, 7.97, 8.05
6, 3373, 11,     8.73, 5,   coast,  -16.14,  68420.00, 3191.27, 2044.49,  195.23, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.74, 5,   coast,  -16.15,  68397.00, 3193.90, 2047.13,  195.07, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.75, 5,   coast,  -16.17,  68386.00, 3195.16, 2048.39,  194.91, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.76, 5,   coast,  -16.19,  68368.00, 3197.22, 2050.45,  194.76, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.77, 5,   coast,  -16.22,  68351.00, 3199.17, 2052.39,  194.60, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.78, 5,   coast,  -16.24,  68327.00, 3201.91, 2055.14,  194.44, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.79, 5,   coast,  -16.27,  68321.00, 3202.60, 2055.83,  194.28, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.80, 5,   coast,  -16.30,  68301.00, 3204.89, 2058.12,  194.12, 26.0, 8.05, 7.96, 8.05
6, 3373, 11,     8.81, 5,   coast,  -16.34,  68271.00, 3208.33, 2061.56,  193.96, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.82, 5,   coast,  -16.37,  68262.00, 3209.36, 2062.59,  193.80, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.83, 5,   coast,  -16.41,  68249.00, 3210.85, 2064.08,  193.64, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.84, 5,   coast,  -16.44,  68230.00, 3213.03, 2066.26,  193.48, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.85, 5,   coast,  -16.48,  68215.00, 3214.75, 2067.98,  193.31, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.86, 5,   coast,  -16.52,  68195.00, 3217.04, 2070.27,  193.15, 26.0, 8.06, 7.97, 8.02
6, 3373, 11,     8.87, 5,   coast,  -16.57,  68177.00, 3219.11, 2072.33,  192.99, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.88, 5,   coast,  -16.61,  68163.00, 3220.71, 2073.94,  192.82, 26.0, 8.05, 7.96, 8.02
6, 3373, 11,     8.89, 5,   coast,  -16.65,  68147.00, 3222.55, 2075.78,  192.66, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.90, 5,   coast,  -16.70,  68133.00, 3224.16, 2077.38,  192.49, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.91, 5,   coast,  -16.74,  68120.00, 3225.65, 2078.88,  192.32, 26.0, 8.06, 7.96, 8.05
6, 3373, 11,     8.92, 5,   coast,  -16.79,  68102.00, 3227.72, 2080.94,  192.16, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.93, 5,   coast,  -16.83,  68085.00, 3229.67, 2082.90,  191.99, 26.0, 8.05, 7.97, 8.02
6, 3373, 11,     8.94, 5,   coast,  -16.88,  68073.00, 3231.05, 2084.27,  191.82, 26.0, 8.05, 7.96, 8.03
6, 3373, 11,     8.95, 5,   coast,  -16.92,  68052.00, 3233.46, 2086.69,  191.65, 26.0, 8.05, 7.97, 8.03
6, 3373, 11,     8.96, 5,   coast,  -16.97,  68033.00, 3235.64, 2088.87,  191.48, 26.0, 8.06, 7.97, 8.03
6, 3373, 11,     8.97, 5,   coast,  -17.02,  68017.00, 3237.48, 2090.71,  191.31, 26.0, 8.06, 7.97, 8.02
