Time, BMPtemp, BMPpresh, BMPalt, IMUaccelX, IMUaccelY, IMUaccelZ, GyGloblX, GyGloblY, GyGloblZ, GyroDltX, GyroDltY, GyroDltZ, AcceloX, AcceloY, AcceloZ, ExpIMUAccelYStp, CycStp
467775,23.61,881.55,1159.14,0.11,-10.07,0.04,-2.78,-6.27,1.04,-0.01,-0.01,-0.00,0.96,12.97,-2.40,0,789
468371,23.62,881.56,1159.09,0.11,-9.98,-0.04,-2.79,-6.28,1.04,-0.01,-0.01,0.00,0.96,12.97,-2.40,1,790
468962,23.62,881.55,1159.20,-0.02,-10.07,-0.06,-2.79,-6.28,1.04,-0.00,0.00,-0.00,0.96,12.97,-2.40,2,791
469558,23.62,881.56,1159.11,0.12,-10.01,-0.06,-2.80,-6.28,1.04,-0.01,0.00,0.00,0.96,12.49,-2.88,0,792
470149,23.62,881.56,1159.08,0.02,-10.03,-0.13,-2.80,-6.29,1.04,-0.00,-0.01,0.00,1.44,12.97,-2.88,0,793
470744,23.62,881.55,1159.20,0.10,-10.07,-0.02,-2.81,-6.30,1.04,-0.01,-0.01,0.00,1.44,12.97,-2.40,0,794
471340,23.63,881.56,1159.10,0.09,-10.10,0.07,-2.81,-6.31,1.04,-0.00,-0.01,-0.00,1.44,12.97,-2.40,0,795
471936,23.63,881.54,1159.24,0.14,-9.98,-0.01,-2.82,-6.32,1.04,-0.00,-0.01,-0.00,0.96,13.45,-1.92,1,796
472532,23.63,881.55,1159.18,0.21,-10.06,0.12,-2.82,-6.31,1.04,-0.00,0.00,0.00,1.44,12.97,-2.88,0,797
473123,23.63,881.54,1159.27,0.23,-10.03,0.03,-2.83,-6.32,1.04,-0.00,-0.00,0.00,1.44,13.45,-2.40,0,798
473714,23.63,881.55,1159.21,0.14,-10.07,0.03,-2.83,-6.32,1.04,-0.00,-0.00,0.00,1.44,12.49,-2.40,1,799
474305,23.64,881.55,1159.16,0.01,-10.09,-0.00,-2.82,-6.32,1.05,0.00,-0.00,0.00,1.44,12.97,-2.40,0,800
474895,23.64,881.53,1159.39,0.11,-9.97,0.00,-2.82,-6.33,1.05,0.00,-0.00,0.01,1.44,12.97,-2.88,1,801
475486,23.64,881.53,1159.39,0.27,-9.97,0.15,-2.83,-6.33,1.06,-0.00,-0.01,0.01,1.44,12.97,-2.88,0,802
476077,23.64,881.53,1159.37,0.15,-9.98,0.02,-2.84,-6.34,1.07,-0.01,-0.01,0.00,1.44,12.49,-2.88,0,803
476667,23.64,881.53,1159.36,0.22,-10.01,0.06,-2.84,-6.36,1.07,-0.00,-0.02,0.00,0.96,12.97,-2.40,0,804
477258,23.64,881.54,1159.30,0.10,-10.05,-0.09,-2.84,-6.37,1.07,-0.00,-0.01,0.01,1.44,12.97,-2.40,0,805
477854,23.65,881.52,1159.45,0.08,-10.03,-0.09,-2.85,-6.37,1.08,-0.01,-0.01,0.01,0.96,12.49,-3.36,0,806
478450,23.65,881.53,1159.34,-0.01,-10.04,-0.05,-2.85,-6.38,1.08,-0.00,-0.01,-0.00,0.96,12.97,-2.40,0,807
479046,23.65,881.53,1159.32,0.06,-10.02,-0.00,-2.85,-6.39,1.08,0.00,-0.01,0.00,1.44,12.97,-2.88,1,808
479637,23.65,881.53,1159.38,0.24,-10.07,0.02,-2.85,-6.40,1.08,-0.00,-0.01,0.00,0.96,12.97,-3.36,2,809
480228,23.65,881.53,1159.40,0.04,-10.08,-0.09,-2.85,-6.40,1.08,-0.00,-0.00,0.00,1.44,12.49,-2.40,0,810
480824,23.66,881.52,1159.50,0.13,-10.06,-0.07,-2.86,-6.41,1.09,-0.00,-0.01,0.00,0.96,12.97,-2.40,1,811
481420,23.66,881.53,1159.37,0.24,-10.02,0.04,-2.86,-6.41,1.09,-0.00,-0.00,0.00,1.44,12.97,-2.40,0,812
482011,23.66,881.53,1159.35,-0.00,-10.02,-0.07,-2.86,-6.42,1.09,-0.00,-0.01,-0.00,0.96,13.45,-2.40,0,813
482607,23.66,881.53,1159.34,0.01,-9.99,-0.11,-2.87,-6.43,1.08,-0.01,-0.01,-0.00,1.44,12.97,-2.88,1,814
483203,23.66,881.54,1159.29,0.11,-10.05,-0.06,-2.87,-6.46,1.09,0.00,-0.02,0.00,1.44,12.01,-2.88,2,815
483794,23.66,881.52,1159.44,0.10,-10.05,-0.10,-2.87,-6.46,1.08,-0.00,-0.01,-0.00,1.44,12.97,-2.88,0,816
484390,23.67,881.54,1159.28,0.15,-10.03,-0.03,-2.88,-6.46,1.08,-0.01,-0.00,0.00,0.96,12.97,-2.40,0,817
484985,23.67,881.54,1159.27,-0.02,-10.03,-0.06,-2.89,-6.47,1.09,-0.01,-0.01,0.00,0.96,13.45,-3.36,0,818
485581,23.67,881.54,1159.25,-0.00,-10.06,-0.13,-2.89,-6.48,1.09,-0.00,-0.00,0.01,1.44,12.97,-3.84,0,819
486180,23.67,881.54,1159.28,0.01,-9.99,-0.00,-2.89,-6.48,1.09,-0.00,0.00,0.00,0.96,12.97,-2.40,1,820
486770,23.67,881.52,1159.41,0.10,-10.07,-0.14,-2.89,-6.49,1.10,0.00,-0.01,0.00,0.96,13.45,-2.88,2,821
487361,23.67,881.53,1159.32,0.01,-10.06,-0.06,-2.89,-6.49,1.10,0.00,-0.01,0.00,1.44,12.97,-2.88,0,822
487952,23.68,881.53,1159.39,0.08,-10.01,0.10,-2.89,-6.49,1.10,-0.01,-0.00,0.00,1.44,12.97,-2.88,0,823
488543,23.68,881.54,1159.31,0.13,-10.04,-0.01,-2.90,-6.51,1.10,-0.01,-0.02,-0.00,1.44,12.49,-2.88,0,824
489139,23.68,881.54,1159.25,0.10,-10.06,-0.11,-2.91,-6.52,1.10,-0.01,-0.01,0.00,1.44,12.97,-2.88,0,825
489735,23.68,881.54,1159.23,0.03,-10.03,-0.09,-2.91,-6.53,1.10,-0.00,-0.01,0.00,0.96,12.49,-2.88,1,826
490331,23.68,881.55,1159.20,-0.03,-10.07,-0.02,-2.91,-6.54,1.10,0.00,-0.01,0.00,0.96,12.97,-2.40,2,827
490927,23.69,881.52,1159.42,0.12,-10.08,0.01,-2.91,-6.55,1.10,-0.00,-0.02,0.00,0.96,13.94,-2.88,0,828
491517,23.68,881.52,1159.42,0.17,-10.06,0.07,-2.92,-6.55,1.10,-0.01,0.00,-0.00,0.96,13.45,-2.40,1,829
492108,23.69,881.52,1159.41,0.09,-10.02,0.10,-2.92,-6.56,1.11,-0.00,-0.01,0.01,1.44,12.97,-2.40,0,830
492699,23.69,881.53,1159.34,0.18,-10.08,0.09,-2.92,-6.56,1.11,-0.00,-0.01,0.00,1.44,12.97,-2.88,1,831
493290,23.69,881.53,1159.32,0.08,-9.98,-0.06,-2.93,-6.57,1.11,-0.00,-0.01,0.00,0.96,12.97,-1.92,2,832
493881,23.69,881.52,1159.41,0.10,-10.04,-0.05,-2.93,-6.57,1.11,-0.01,0.00,0.00,0.96,13.45,-2.88,0,833
494471,23.69,881.53,1159.34,-0.00,-10.01,0.07,-2.93,-6.58,1.11,-0.00,-0.01,-0.00,0.96,12.97,-2.40,0,834
495067,23.70,881.54,1159.30,0.20,-10.10,-0.15,-2.94,-6.58,1.11,-0.00,-0.00,0.00,0.96,12.49,-2.88,1,835
495663,23.70,881.54,1159.23,0.08,-10.05,-0.05,-2.94,-6.59,1.11,-0.00,-0.00,-0.00,0.96,12.97,-2.88,0,836
496259,23.70,881.55,1159.16,-0.06,-10.06,-0.09,-2.94,-6.60,1.11,-0.00,-0.01,-0.00,0.96,12.97,-2.88,0,837
496855,23.70,881.53,1159.32,0.18,-10.05,0.05,-2.95,-6.60,1.11,-0.00,0.00,0.00,1.44,12.97,-2.40,1,838
497446,23.70,881.54,1159.31,0.27,-10.00,0.04,-2.95,-6.60,1.11,-0.00,-0.00,0.01,0.96,13.45,-2.40,0,839
498037,23.70,881.54,1159.29,0.03,-10.07,0.13,-2.95,-6.60,1.12,-0.00,0.00,0.00,0.96,13.45,-2.88,1,840
498627,23.70,881.55,1159.21,0.07,-10.05,-0.02,-2.96,-6.61,1.12,-0.01,-0.01,0.00,0.96,12.97,-2.40,0,841
499223,23.70,881.54,1159.26,0.06,-9.99,-0.00,-2.97,-6.63,1.12,-0.00,-0.01,-0.00,0.96,12.97,-1.92,0,842
499819,23.70,881.52,1159.45,0.15,-10.00,-0.03,-2.97,-6.64,1.12,-0.01,-0.01,0.01,1.44,12.97,-2.40,0,843
500415,23.70,881.52,1159.44,0.11,-9.99,-0.08,-2.98,-6.65,1.13,-0.01,-0.01,0.01,0.96,12.49,-2.88,0,844
501006,23.70,881.50,1159.60,-0.10,-10.10,-0.03,-2.99,-6.65,1.12,-0.01,-0.00,-0.00,1.44,13.45,-2.88,1,845
501602,23.70,881.49,1159.69,0.10,-10.07,-0.08,-2.99,-6.69,1.12,-0.00,-0.04,0.00,1.44,12.97,-2.88,0,846
502198,23.70,881.49,1159.72,0.23,-10.04,-0.05,-3.00,-6.69,1.12,-0.01,0.00,-0.00,0.96,12.49,-2.88,0,847
502794,23.71,881.47,1159.92,0.10,-10.03,0.02,-3.00,-6.68,1.12,-0.00,0.00,0.00,0.96,12.01,-2.88,0,848
503385,23.71,881.47,1159.93,0.18,-10.03,0.05,-3.01,-6.70,1.13,-0.01,-0.02,0.00,1.44,12.97,-1.92,0,849
503976,23.71,881.46,1159.99,0.21,-10.00,0.03,-3.01,-6.71,1.13,-0.00,-0.00,0.00,1.44,12.97,-1.92,0,850
504566,23.71,881.45,1160.08,0.12,-9.98,-0.04,-3.02,-6.71,1.14,-0.01,-0.00,0.01,1.44,12.97,-2.88,0,851
505158,23.71,881.47,1159.92,-0.13,-10.02,-0.09,-3.02,-6.72,1.14,-0.00,-0.01,-0.00,0.96,12.97,-1.92,1,852
505754,23.72,881.46,1160.00,0.01,-10.04,-0.08,-3.03,-6.73,1.14,-0.01,-0.01,0.01,1.44,12.49,-3.36,0,853
506349,23.72,881.47,1159.93,0.17,-10.02,-0.02,-3.03,-6.73,1.15,-0.00,0.00,0.01,1.44,12.97,-2.88,1,854
506940,23.72,881.46,1160.02,0.10,-10.02,-0.04,-3.04,-6.73,1.15,-0.00,-0.01,0.00,1.44,12.97,-1.92,0,855
507536,23.72,881.47,1159.93,0.08,-9.99,0.11,-3.04,-6.74,1.16,-0.01,-0.00,0.01,0.96,12.97,-2.40,1,856
508127,23.72,881.47,1159.94,0.15,-10.07,0.01,-3.04,-6.74,1.16,-0.00,-0.01,0.00,1.44,12.49,-2.88,2,857
508718,23.72,881.47,1159.96,0.03,-10.00,-0.00,-3.05,-6.75,1.16,-0.00,-0.00,-0.00,0.96,12.97,-2.40,0,858
509314,23.73,881.47,1159.90,0.11,-10.04,0.00,-3.05,-6.76,1.16,-0.00,-0.01,-0.00,0.96,13.45,-2.40,0,859
509910,23.73,881.46,1159.97,0.12,-10.05,0.02,-3.06,-6.77,1.16,-0.01,-0.01,0.00,1.44,12.49,-2.88,0,860
510501,23.73,881.46,1159.97,0.02,-10.05,-0.05,-3.06,-6.77,1.16,-0.00,-0.00,0.00,1.44,13.45,-2.40,0,861
511096,23.73,881.47,1159.91,0.07,-9.99,-0.04,-3.07,-6.78,1.16,-0.00,-0.01,0.00,1.44,12.97,-2.88,1,862
511687,23.73,881.48,1159.84,0.07,-10.05,-0.08,-3.06,-6.78,1.16,0.00,-0.01,0.00,0.96,12.49,-2.40,0,863
512278,23.74,881.49,1159.76,0.18,-10.03,-0.08,-3.06,-6.80,1.17,-0.00,-0.01,0.00,1.44,12.97,-2.40,0,864
512874,23.74,881.47,1159.93,0.07,-10.08,-0.04,-3.06,-6.80,1.17,-0.00,-0.01,0.01,0.96,12.97,-2.40,1,865
513470,23.74,881.47,1159.96,0.11,-10.07,-0.03,-3.07,-6.80,1.18,-0.01,-0.00,0.01,1.44,12.97,-2.40,0,866
514065,23.74,881.48,1159.87,0.13,-10.04,-0.03,-3.07,-6.81,1.18,-0.00,-0.00,0.00,1.44,12.97,-2.88,0,867
514661,23.74,881.48,1159.79,0.12,-10.09,0.00,-3.08,-6.81,1.18,-0.00,-0.01,0.00,1.44,12.97,-2.40,1,868
515251,23.75,881.48,1159.83,0.11,-10.04,-0.06,-3.08,-6.82,1.19,-0.00,-0.01,0.00,1.44,12.97,-2.40,0,869
515847,23.75,881.47,1159.93,0.13,-10.00,0.03,-3.08,-6.84,1.19,-0.00,-0.02,0.01,1.44,12.97,-2.88,0,870
516438,23.75,881.48,1159.81,0.11,-10.05,0.00,-3.08,-6.85,1.19,-0.00,-0.01,0.00,1.44,12.97,-2.40,1,871
517028,23.76,881.49,1159.77,0.12,-10.03,-0.05,-3.09,-6.85,1.20,-0.00,-0.01,0.00,0.96,12.97,-2.88,0,872
517624,23.76,881.48,1159.87,0.04,-10.00,-0.05,-3.09,-6.86,1.20,-0.00,-0.01,0.00,0.96,12.97,-1.92,0,873
518220,23.76,881.48,1159.81,0.15,-10.11,0.06,-3.10,-6.87,1.20,-0.01,-0.01,0.00,1.44,13.45,-2.40,1,874
518811,23.76,881.47,1159.89,0.05,-10.04,-0.05,-3.10,-6.88,1.20,-0.01,-0.01,-0.00,1.44,12.49,-2.40,0,875
519407,23.77,881.49,1159.75,0.14,-10.04,-0.06,-3.11,-6.88,1.20,-0.00,-0.01,0.00,1.44,12.97,-2.40,0,876
520003,23.77,881.50,1159.66,0.04,-10.03,-0.01,-3.11,-6.88,1.20,-0.00,-0.00,-0.00,1.44,12.49,-2.88,1,877
520598,23.77,881.51,1159.58,0.10,-10.05,-0.01,-3.11,-6.89,1.20,-0.00,-0.01,0.00,0.96,12.97,-2.40,2,878
521194,23.77,881.51,1159.55,0.11,-10.07,0.05,-3.12,-6.90,1.20,-0.01,-0.01,0.01,0.96,13.45,-2.88,0,879
521785,23.77,881.48,1159.80,0.09,-10.00,-0.02,-3.12,-6.90,1.19,-0.00,-0.00,-0.01,0.96,12.97,-2.88,1,880
522381,23.77,881.47,1159.92,0.07,-10.04,0.01,-3.12,-6.92,1.19,-0.00,-0.01,-0.01,1.44,12.97,-2.40,0,881
522977,23.78,881.46,1160.05,0.15,-10.04,-0.02,-3.13,-6.93,1.19,-0.00,-0.02,0.00,1.44,12.97,-2.40,0,882
523573,23.78,881.46,1160.01,0.16,-10.04,-0.04,-3.13,-6.93,1.19,-0.00,0.00,-0.00,0.48,13.45,-2.40,0,883
524169,23.78,881.46,1159.97,0.05,-10.04,0.04,-3.14,-6.94,1.19,-0.01,-0.01,0.00,0.96,12.49,-2.88,0,884
524759,23.78,881.44,1160.16,0.18,-10.06,-0.05,-3.14,-6.95,1.19,-0.00,-0.01,-0.00,0.96,12.97,-3.36,0,885
525355,23.79,881.45,1160.12,0.13,-10.02,-0.04,-3.14,-6.95,1.19,-0.00,-0.00,0.00,0.96,12.97,-1.44,1,886
525951,23.79,881.43,1160.25,0.04,-10.04,0.02,-3.15,-6.97,1.20,-0.01,-0.01,0.01,1.44,12.49,-2.88,0,887
526541,23.79,881.45,1160.09,0.05,-10.03,-0.04,-3.15,-6.97,1.20,0.00,-0.01,0.00,1.44,12.97,-2.88,0,888
527132,23.80,881.46,1160.02,0.15,-10.06,-0.02,-3.15,-6.98,1.21,-0.00,-0.00,0.01,0.96,12.97,-2.88,1,889
527728,23.80,881.46,1159.98,0.04,-10.03,-0.05,-3.16,-6.98,1.21,-0.01,-0.01,-0.00,1.44,13.45,-3.36,0,890
528324,23.80,881.48,1159.86,0.22,-10.04,-0.11,-3.17,-7.00,1.21,-0.01,-0.01,0.00,1.44,12.97,-2.40,0,891
528920,23.80,881.46,1160.00,0.24,-10.01,-0.09,-3.17,-7.00,1.21,-0.00,-0.01,0.00,0.96,12.49,-2.88,1,892
529516,23.80,881.46,1159.99,0.14,-10.05,-0.01,-3.17,-7.01,1.21,-0.00,-0.01,0.00,1.44,12.97,-2.40,2,893
530111,23.80,881.47,1159.90,0.02,-10.05,-0.02,-3.18,-7.02,1.21,-0.00,-0.01,-0.00,1.44,12.97,-2.88,0,894
530707,23.80,881.48,1159.87,0.06,-9.98,-0.12,-3.18,-7.03,1.21,-0.00,-0.01,0.00,0.96,12.97,-2.40,0,895
531298,23.80,881.48,1159.83,0.17,-10.04,0.04,-3.18,-7.04,1.21,-0.00,-0.01,-0.00,0.96,13.45,-2.40,0,896
531894,23.81,881.46,1159.98,0.11,-10.00,-0.05,-3.18,-7.05,1.21,0.00,-0.01,0.00,0.96,13.45,-2.88,0,897
532484,23.81,881.47,1159.89,0.09,-10.04,0.01,-3.19,-7.06,1.22,-0.01,-0.01,0.00,1.44,12.97,-2.40,1,898
533075,23.81,881.48,1159.86,0.19,-10.07,0.03,-3.19,-7.06,1.22,-0.00,0.00,0.00,1.44,12.97,-2.40,0,899
533665,23.81,881.48,1159.86,0.13,-10.03,0.00,-3.20,-7.07,1.22,-0.01,-0.01,0.01,0.96,12.97,-2.88,1,900
534256,23.82,881.48,1159.82,0.05,-10.03,0.02,-3.20,-7.08,1.22,-0.00,-0.01,0.00,0.96,13.45,-2.88,0,901
534846,23.82,881.47,1159.95,0.09,-10.05,-0.12,-3.20,-7.09,1.22,-0.00,-0.01,-0.00,1.44,12.97,-2.88,0,902
535442,23.82,881.48,1159.82,0.10,-10.08,-0.11,-3.21,-7.10,1.22,-0.01,-0.01,0.00,1.44,12.97,-2.40,0,903
536038,23.82,881.49,1159.78,0.06,-10.02,-0.08,-3.20,-7.10,1.23,0.00,-0.01,0.01,1.44,12.97,-2.88,1,904
536629,23.82,881.49,1159.70,0.07,-10.05,-0.04,-3.21,-7.11,1.23,-0.01,-0.01,0.00,0.96,12.97,-2.40,0,905
537225,23.83,881.50,1159.68,0.17,-10.00,0.00,-3.22,-7.11,1.23,-0.00,-0.00,-0.00,0.96,12.97,-2.40,1,906
537821,23.83,881.49,1159.72,0.05,-10.05,-0.04,-3.22,-7.12,1.23,-0.01,-0.01,0.00,1.44,12.97,-2.40,0,907
538417,23.83,881.49,1159.71,0.12,-10.04,-0.04,-3.23,-7.14,1.24,-0.00,-0.02,0.00,1.44,12.97,-2.88,0,908
539012,23.83,881.51,1159.57,0.14,-10.07,0.00,-3.23,-7.15,1.24,-0.01,-0.02,0.00,1.44,12.49,-2.88,1,909
539603,23.83,881.51,1159.53,0.14,-10.00,-0.01,-3.24,-7.16,1.24,-0.01,-0.00,0.00,0.96,12.97,-3.36,2,910
540199,23.83,881.51,1159.50,-0.01,-9.99,-0.04,-3.24,-7.16,1.24,-0.00,-0.01,0.00,0.96,12.97,-2.40,0,911
540795,23.83,881.50,1159.63,-0.00,-10.07,-0.07,-3.25,-7.17,1.25,-0.01,-0.01,0.01,0.96,12.97,-2.40,1,912
541391,23.83,881.51,1159.54,0.12,-10.04,-0.03,-3.26,-7.18,1.25,-0.00,-0.01,0.00,1.44,12.97,-2.88,0,913
541987,23.84,881.50,1159.63,0.19,-10.05,-0.02,-3.26,-7.19,1.25,-0.00,-0.01,0.00,1.44,12.97,-1.92,0,914
542583,23.84,881.51,1159.57,0.09,-10.06,-0.00,-3.26,-7.19,1.25,-0.00,-0.00,0.00,0.96,13.45,-2.88,0,915
543179,23.84,881.52,1159.44,0.07,-10.02,-0.05,-3.26,-7.21,1.25,-0.00,-0.02,0.00,1.44,13.45,-2.88,1,916
543784,23.84,881.51,1159.51,0.06,-9.98,0.01,-3.27,-7.21,1.25,-0.01,-0.01,0.00,1.44,12.49,-2.88,0,917
544375,23.85,881.52,1159.45,0.10,-10.06,-0.04,-3.27,-7.23,1.26,-0.00,-0.02,0.01,0.96,12.97,-1.92,1,918
544971,23.85,881.51,1159.57,0.20,-10.01,0.08,-3.28,-7.23,1.26,-0.00,0.00,-0.00,0.96,12.97,-2.88,0,919
545563,23.85,881.51,1159.54,0.20,-9.97,0.04,-3.28,-7.23,1.27,-0.01,0.00,0.01,1.44,12.49,-2.40,0,920
546154,23.85,881.53,1159.36,0.06,-10.07,-0.02,-3.29,-7.22,1.26,-0.00,0.00,-0.00,0.96,12.97,-2.88,1,921
546750,23.85,881.53,1159.41,0.09,-10.07,0.00,-3.29,-7.23,1.26,-0.01,-0.01,-0.00,1.44,12.49,-2.88,0,922
547347,23.85,881.53,1159.32,0.13,-10.04,-0.05,-3.29,-7.25,1.26,0.00,-0.01,-0.00,1.92,12.01,-2.40,1,923
547943,23.86,881.52,1159.44,0.12,-10.01,-0.03,-3.29,-7.27,1.26,0.00,-0.02,-0.00,0.96,13.45,-2.40,0,924
548540,23.86,881.55,1159.21,0.10,-10.04,-0.03,-3.30,-7.27,1.27,-0.01,-0.00,0.01,1.44,12.49,-2.88,0,925
549136,23.86,881.56,1159.11,0.12,-10.06,0.01,-3.30,-7.29,1.27,-0.00,-0.02,0.00,0.96,12.97,-1.92,0,926
549727,23.86,881.56,1159.06,0.20,-10.02,-0.12,-3.30,-7.30,1.28,-0.00,-0.01,0.00,1.44,12.97,-2.88,1,927
550324,23.86,881.57,1159.00,0.00,-9.96,0.09,-3.31,-7.30,1.28,-0.01,-0.01,0.00,1.44,12.49,-2.40,0,928
550915,23.86,881.56,1159.07,0.06,-10.03,-0.09,-3.32,-7.32,1.28,-0.00,-0.01,0.00,0.96,12.97,-2.88,1,929
551512,23.87,881.56,1159.10,0.08,-10.06,-0.01,-3.32,-7.33,1.28,-0.01,-0.01,0.00,0.96,13.45,-2.40,0,930
552108,23.87,881.57,1158.98,0.10,-10.02,0.08,-3.33,-7.34,1.28,-0.00,-0.01,-0.00,1.44,12.97,-2.40,1,931
552704,23.87,881.58,1158.92,0.16,-10.01,-0.17,-3.33,-7.34,1.28,-0.00,0.00,0.00,1.44,12.49,-2.88,0,932
553295,23.87,881.59,1158.81,0.07,-10.03,0.03,-3.34,-7.34,1.28,-0.01,-0.00,0.00,1.92,12.49,-2.40,1,933
553887,23.88,881.57,1158.98,0.16,-10.05,0.09,-3.34,-7.36,1.29,-0.01,-0.02,0.00,0.96,12.97,-2.88,0,934
554478,23.88,881.58,1158.92,0.08,-10.08,-0.01,-3.35,-7.37,1.28,-0.01,-0.01,-0.00,0.96,12.97,-2.40,0,935
555074,23.88,881.58,1158.87,0.07,-10.08,-0.05,-3.36,-7.37,1.28,-0.00,0.00,0.00,1.44,12.49,-2.88,0,936
555665,23.88,881.59,1158.78,0.05,-10.02,-0.06,-3.36,-7.38,1.29,-0.00,-0.01,0.01,1.44,12.49,-3.36,0,937
556262,23.88,881.58,1158.86,0.11,-10.06,-0.10,-3.36,-7.39,1.29,-0.00,-0.00,0.00,0.96,12.49,-2.40,0,938
556859,23.89,881.57,1159.00,0.03,-9.98,-0.08,-3.37,-7.39,1.30,-0.00,-0.00,0.00,0.96,12.97,-2.40,1,939
557450,23.89,881.57,1158.95,0.14,-10.02,0.13,-3.37,-7.41,1.30,-0.00,-0.02,0.00,0.96,13.45,-2.40,0,940
558041,23.89,881.59,1158.83,0.23,-10.11,-0.06,-3.38,-7.42,1.30,-0.01,-0.01,-0.00,0.96,12.97,-2.88,0,941
558638,23.89,881.59,1158.85,0.06,-10.07,-0.22,-3.38,-7.42,1.30,-0.00,-0.01,0.00,1.44,12.97,-3.36,0,942
559235,23.89,881.58,1158.91,0.03,-10.07,-0.04,-3.38,-7.44,1.30,-0.00,-0.01,0.00,1.44,12.49,-2.40,0,943
559831,23.89,881.56,1159.10,0.09,-9.96,-0.05,-3.39,-7.45,1.30,-0.01,-0.01,-0.00,0.96,13.45,-2.40,1,944
560428,23.90,881.55,1159.14,0.09,-10.04,-0.02,-3.39,-7.45,1.30,-0.00,-0.00,0.01,0.96,13.45,-2.40,0,945
561024,23.90,881.56,1159.11,0.14,-9.99,-0.08,-3.40,-7.45,1.31,-0.01,-0.01,0.01,1.44,13.45,-3.36,0,946
561615,23.90,881.56,1159.11,0.08,-10.07,0.00,-3.41,-7.46,1.32,-0.01,-0.01,0.01,1.44,12.97,-2.40,1,947
562207,23.90,881.56,1159.08,0.11,-10.03,0.00,-3.41,-7.46,1.33,-0.00,-0.00,0.01,0.96,12.97,-2.40,0,948
562798,23.91,881.55,1159.21,0.01,-10.11,-0.02,-3.41,-7.47,1.34,-0.00,-0.01,0.00,0.96,12.97,-2.40,1,949
563394,23.91,881.55,1159.21,0.07,-10.03,-0.10,-3.41,-7.48,1.34,0.00,-0.01,0.00,1.44,12.49,-2.40,0,950
563985,23.91,881.54,1159.26,0.04,-10.02,-0.11,-3.41,-7.48,1.34,-0.00,-0.01,0.00,1.44,12.97,-2.88,0,951
564582,23.91,881.54,1159.24,0.02,-10.07,-0.05,-3.41,-7.49,1.34,0.00,-0.00,0.00,1.44,12.49,-2.40,1,952
565173,23.91,881.55,1159.22,0.15,-10.05,-0.07,-3.42,-7.50,1.35,-0.00,-0.01,0.00,0.96,12.97,-1.92,0,953
565770,23.91,881.53,1159.33,0.15,-10.05,-0.12,-3.42,-7.51,1.35,-0.00,-0.01,-0.00,1.44,12.97,-3.36,0,954
566366,23.91,881.54,1159.31,0.16,-10.04,-0.09,-3.42,-7.51,1.35,-0.00,-0.01,0.00,0.96,12.97,-2.88,1,955
566962,23.92,881.52,1159.42,0.03,-10.03,-0.02,-3.43,-7.52,1.34,-0.01,-0.01,-0.00,0.96,12.97,-2.88,0,956
567559,23.92,881.53,1159.37,0.15,-10.02,-0.06,-3.44,-7.54,1.34,-0.01,-0.02,0.00,0.96,12.97,-2.40,0,957
568156,23.92,881.54,1159.26,0.17,-10.03,-0.09,-3.44,-7.55,1.35,-0.01,-0.01,0.01,0.96,12.49,-1.44,1,958
568752,23.92,881.52,1159.41,0.01,-10.04,-0.08,-3.45,-7.55,1.35,-0.00,-0.01,-0.00,1.44,12.97,-2.88,0,959
569348,23.92,881.54,1159.29,0.09,-10.03,-0.02,-3.45,-7.56,1.35,0.00,-0.00,0.00,1.44,12.97,-2.40,1,960
569940,23.93,881.52,1159.46,0.12,-10.04,0.04,-3.45,-7.57,1.35,-0.01,-0.01,0.00,1.44,12.97,-2.88,0,961
570531,23.93,881.52,1159.47,0.15,-9.97,0.00,-3.45,-7.58,1.36,0.00,-0.01,0.00,0.96,12.97,-2.88,1,962
571123,23.93,881.51,1159.56,0.19,-10.05,-0.03,-3.45,-7.58,1.36,-0.00,-0.01,0.00,0.96,13.45,-2.88,2,963
571719,23.93,881.50,1159.64,0.05,-10.04,-0.08,-3.46,-7.59,1.36,-0.00,-0.01,0.00,0.96,13.45,-1.92,0,964
572315,23.93,881.51,1159.58,0.05,-10.01,-0.04,-3.47,-7.60,1.36,-0.01,-0.01,0.00,1.44,12.49,-1.92,0,965
572912,23.93,881.49,1159.75,0.15,-10.03,0.01,-3.47,-7.61,1.36,-0.00,-0.01,0.00,1.44,12.97,-2.40,0,966
573503,23.93,881.49,1159.72,0.19,-10.07,0.00,-3.47,-7.62,1.36,-0.00,-0.01,-0.00,1.44,12.97,-2.40,0,967
574099,23.94,881.49,1159.71,0.15,-10.01,-0.03,-3.47,-7.63,1.36,0.00,-0.01,0.01,1.44,12.49,-2.88,1,968
574690,23.94,881.50,1159.64,0.06,-10.07,-0.07,-3.48,-7.63,1.36,-0.01,-0.01,-0.00,0.96,12.97,-2.88,2,969
575287,23.94,881.51,1159.56,0.10,-10.03,-0.02,-3.49,-7.64,1.36,-0.01,-0.01,0.00,0.96,12.49,-1.92,0,970
575883,23.94,881.51,1159.58,0.07,-10.00,0.03,-3.49,-7.65,1.36,0.00,-0.01,-0.00,1.44,12.97,-2.40,0,971
576475,23.95,881.51,1159.59,0.14,-10.00,-0.05,-3.49,-7.66,1.36,-0.00,-0.01,-0.00,1.44,12.49,-2.40,0,972
577072,23.95,881.51,1159.52,0.09,-9.99,-0.03,-3.50,-7.67,1.36,-0.01,-0.01,0.00,1.44,12.97,-2.88,1,973
