Time, BMPtemp, BMPpresh, BMPalt, IMUaccelX, IMUaccelY, IMUaccelZ, GyGloblX, GyGloblY, GyGloblZ, GyroDltX, GyroDltY, GyroDltZ, AcceloX, AcceloY, AcceloZ, ExpIMUAccelYStp, CycStp
892090,24.53,881.52,1159.42,-0.20,-10.02,-0.08,-5.66,-11.67,2.18,-0.00,-0.01,0.01,1.44,12.97,-1.92,0,1501
892688,24.53,881.52,1159.48,0.23,-9.98,0.14,-5.67,-11.67,2.18,-0.00,0.00,-0.01,0.96,12.97,-2.88,0,1502
893285,24.54,881.53,1159.40,0.29,-10.00,0.05,-5.67,-11.66,2.18,-0.00,0.02,0.01,1.92,12.49,-2.40,0,1503
893882,24.54,881.51,1159.56,0.16,-10.01,0.00,-5.67,-11.67,2.18,-0.00,-0.01,-0.01,0.96,12.97,-2.40,0,1504
894480,24.54,881.50,1159.60,0.11,-10.06,0.05,-5.68,-11.67,2.17,-0.01,-0.00,-0.01,1.44,12.97,-2.88,0,1505
895078,24.54,881.51,1159.55,0.13,-10.07,-0.05,-5.68,-11.70,2.17,0.00,-0.03,0.00,1.44,12.97,-2.40,0,1506
895675,24.54,881.51,1159.54,0.03,-10.05,-0.07,-5.68,-11.71,2.17,-0.01,-0.01,-0.00,0.96,12.49,-3.36,1,1507
896273,24.54,881.51,1159.56,0.06,-10.03,-0.00,-5.69,-11.71,2.17,-0.00,0.00,0.00,0.96,12.97,-2.40,0,1508
896871,24.55,881.49,1159.69,0.07,-10.03,0.10,-5.69,-11.73,2.17,-0.01,-0.02,-0.00,1.44,12.49,-2.88,0,1509
897468,24.55,881.50,1159.69,0.37,-10.08,0.01,-5.70,-11.74,2.17,-0.01,-0.01,0.00,0.96,12.97,-2.88,1,1510
898066,24.55,881.50,1159.62,0.05,-10.05,-0.03,-5.70,-11.75,2.18,-0.00,-0.00,0.01,1.44,12.97,-3.36,0,1511
898664,24.55,881.52,1159.49,0.07,-10.09,-0.07,-5.70,-11.75,2.18,-0.00,-0.00,0.00,0.96,12.97,-2.88,1,1512
899261,24.55,881.51,1159.57,-0.04,-10.02,-0.06,-5.70,-11.76,2.18,0.00,-0.01,0.00,1.44,12.49,-2.40,2,1513
899859,24.56,881.49,1159.75,0.01,-9.99,-0.09,-5.70,-11.76,2.19,-0.00,-0.00,0.01,1.44,12.97,-3.36,0,1514
900457,24.56,881.49,1159.76,0.09,-10.05,0.01,-5.70,-11.77,2.19,-0.00,-0.01,0.00,1.44,12.49,-2.40,1,1515
901054,24.56,881.49,1159.76,0.13,-10.06,-0.04,-5.71,-11.76,2.19,-0.01,0.01,-0.00,0.96,13.45,-2.40,0,1516
901652,24.56,881.48,1159.79,-0.03,-9.99,-0.07,-5.71,-11.80,2.18,-0.00,-0.04,-0.01,0.96,12.49,-2.88,1,1517
902249,24.56,881.49,1159.71,0.08,-10.04,-0.20,-5.72,-11.80,2.18,-0.01,0.00,-0.00,0.96,13.45,-3.84,0,1518
902847,24.57,881.49,1159.78,0.12,-10.05,-0.14,-5.72,-11.81,2.17,-0.00,-0.01,-0.00,1.92,12.97,-2.88,0,1519
903445,24.57,881.48,1159.84,0.07,-9.99,-0.08,-5.74,-11.83,2.17,-0.01,-0.02,0.00,1.44,12.97,-2.40,1,1520
904043,24.57,881.48,1159.82,0.12,-9.99,-0.14,-5.74,-11.85,2.17,-0.00,-0.02,-0.00,1.44,12.49,-3.36,0,1521
904640,24.56,881.48,1159.79,-0.12,-9.95,0.02,-5.74,-11.84,2.17,-0.00,0.01,-0.00,0.96,12.97,-2.88,1,1522
905238,24.57,881.48,1159.80,-0.03,-10.04,-0.08,-5.75,-11.86,2.17,-0.01,-0.02,0.00,0.96,12.97,-2.40,2,1523
905836,24.57,881.47,1159.93,0.07,-10.08,-0.19,-5.75,-11.88,2.17,-0.00,-0.02,0.00,0.96,12.97,-3.36,0,1524
906434,24.57,881.47,1159.88,-0.04,-10.05,-0.06,-5.76,-11.86,2.18,-0.00,0.01,0.00,1.44,12.97,-3.36,0,1525
907031,24.57,881.49,1159.69,0.09,-10.02,0.04,-5.76,-11.87,2.18,-0.00,-0.00,0.00,0.96,12.97,-2.88,0,1526
907629,24.57,881.51,1159.54,-0.07,-10.04,0.08,-5.77,-11.87,2.18,-0.01,-0.00,0.01,1.44,12.97,-2.40,0,1527
908227,24.57,881.51,1159.51,0.03,-9.97,-0.05,-5.77,-11.88,2.19,0.00,-0.01,0.00,0.96,12.97,-2.88,1,1528
908824,24.58,881.51,1159.57,0.24,-10.14,-0.08,-5.78,-11.87,2.19,-0.01,0.01,0.00,1.44,12.97,-1.92,2,1529
909422,24.58,881.50,1159.67,0.22,-10.02,0.07,-5.78,-11.88,2.18,-0.00,-0.01,-0.01,0.96,12.97,-2.40,0,1530
910020,24.58,881.50,1159.66,0.18,-10.00,-0.09,-5.79,-11.91,2.18,-0.01,-0.02,0.00,1.44,12.97,-1.92,0,1531
910617,24.58,881.52,1159.49,-0.19,-10.04,0.06,-5.80,-11.91,2.19,-0.01,0.00,0.01,0.96,12.97,-3.36,1,1532
911215,24.58,881.52,1159.46,0.07,-9.99,-0.01,-5.80,-11.94,2.19,-0.01,-0.03,0.00,1.44,12.49,-2.40,2,1533
911812,24.58,881.51,1159.55,-0.18,-10.03,-0.03,-5.81,-11.93,2.19,-0.01,0.01,0.01,1.44,12.97,-2.88,0,1534
912410,24.59,881.52,1159.47,0.13,-10.01,0.01,-5.81,-11.94,2.19,0.00,-0.01,-0.00,0.96,12.97,-2.88,0,1535
913008,24.59,881.52,1159.44,0.08,-10.13,-0.16,-5.81,-11.95,2.19,-0.00,-0.02,0.00,1.44,12.97,-2.88,1,1536
913605,24.59,881.53,1159.36,0.33,-10.05,0.03,-5.82,-11.95,2.19,-0.01,0.00,0.00,1.44,13.45,-2.88,0,1537
914203,24.59,881.53,1159.33,0.11,-10.01,0.07,-5.82,-11.98,2.19,-0.01,-0.03,-0.00,1.92,12.97,-1.92,0,1538
914801,24.59,881.52,1159.45,0.06,-10.05,-0.06,-5.83,-11.98,2.19,-0.00,0.00,0.00,0.96,12.97,-2.88,0,1539
915399,24.59,881.52,1159.41,0.05,-10.05,0.02,-5.83,-11.99,2.20,-0.01,-0.01,0.01,0.96,12.49,-1.92,0,1540
915996,24.60,881.52,1159.43,0.10,-10.05,-0.06,-5.84,-12.00,2.20,-0.00,-0.00,0.00,1.44,12.97,-2.40,0,1541
916594,24.59,881.53,1159.41,0.10,-10.11,-0.06,-5.84,-12.00,2.21,-0.00,0.00,0.01,1.44,12.97,-3.36,1,1542
917192,24.60,881.51,1159.52,0.10,-10.02,0.02,-5.84,-12.00,2.21,-0.01,-0.01,-0.00,0.96,12.97,-2.88,2,1543
917789,24.60,881.49,1159.71,0.12,-10.02,-0.09,-5.84,-12.00,2.21,0.00,0.00,-0.00,1.44,12.49,-2.88,0,1544
918387,24.60,881.50,1159.67,-0.20,-10.02,-0.08,-5.85,-12.00,2.21,-0.00,0.00,0.01,1.44,12.97,-2.40,0,1545
918985,24.60,881.49,1159.75,0.05,-10.02,-0.02,-5.85,-12.02,2.21,0.00,-0.01,0.00,1.92,12.49,-2.88,0,1546
919583,24.60,881.49,1159.74,-0.10,-10.04,-0.13,-5.85,-12.02,2.22,-0.01,-0.00,0.00,0.96,13.45,-3.36,0,1547
920180,24.60,881.48,1159.81,0.10,-10.01,-0.04,-5.85,-12.03,2.22,0.00,-0.01,0.00,0.96,12.49,-2.40,1,1548
920778,24.60,881.46,1159.97,0.16,-10.04,0.11,-5.85,-12.03,2.22,-0.01,0.00,0.00,1.44,12.97,-2.40,2,1549
921375,24.61,881.47,1159.96,0.17,-10.04,0.00,-5.86,-12.04,2.22,-0.00,-0.01,-0.00,0.96,12.49,-2.40,0,1550
921974,24.61,881.47,1159.95,0.02,-10.04,-0.10,-5.86,-12.05,2.22,-0.01,-0.02,-0.00,1.44,12.97,-2.40,0,1551
922571,24.61,881.47,1159.94,0.08,-10.07,-0.13,-5.86,-12.07,2.21,-0.00,-0.02,-0.00,1.44,12.97,-2.88,0,1552
923169,24.61,881.47,1159.92,0.09,-9.97,-0.07,-5.87,-12.07,2.22,-0.00,-0.01,0.00,0.96,13.45,-2.40,1,1553
923767,24.61,881.46,1160.03,0.19,-10.03,-0.00,-5.87,-12.09,2.22,-0.01,-0.01,0.00,1.92,12.49,-2.40,0,1554
924364,24.61,881.46,1160.05,0.09,-10.02,-0.02,-5.88,-12.10,2.22,-0.01,-0.01,-0.01,1.44,12.01,-2.88,0,1555
924962,24.62,881.45,1160.10,-0.04,-10.02,-0.17,-5.88,-12.10,2.22,-0.01,-0.00,0.00,0.96,13.45,-2.88,0,1556
925560,24.62,881.46,1159.98,0.09,-10.03,-0.12,-5.89,-12.11,2.22,-0.00,-0.01,-0.00,1.44,12.97,-3.36,0,1557
926158,24.62,881.47,1159.91,0.19,-10.02,0.00,-5.89,-12.11,2.22,-0.00,-0.01,0.01,1.44,12.97,-2.40,0,1558
926756,24.62,881.47,1159.96,0.04,-10.05,-0.06,-5.89,-12.12,2.23,-0.00,-0.01,0.00,0.96,12.97,-2.88,1,1559
927353,24.62,881.47,1159.91,0.10,-10.08,-0.18,-5.89,-12.12,2.23,-0.00,-0.01,0.00,0.96,12.97,-2.88,0,1560
927951,24.63,881.46,1159.98,0.07,-10.06,-0.06,-5.90,-12.14,2.23,-0.00,-0.01,0.00,1.44,12.97,-2.40,0,1561
928549,24.63,881.47,1159.92,-0.00,-10.12,-0.11,-5.90,-12.14,2.23,0.00,-0.01,0.00,1.92,12.97,-2.88,1,1562
929147,24.63,881.48,1159.80,-0.02,-10.02,0.09,-5.90,-12.15,2.24,-0.00,-0.00,0.01,0.96,12.97,-2.40,2,1563
929745,24.63,881.48,1159.85,0.03,-10.00,-0.02,-5.90,-12.15,2.24,-0.00,-0.00,0.00,1.44,12.97,-2.88,0,1564
930342,24.62,881.48,1159.79,0.24,-10.07,0.09,-5.90,-12.17,2.25,0.00,-0.02,0.01,1.44,12.97,-2.88,1,1565
930940,24.63,881.47,1159.93,0.18,-10.06,-0.18,-5.90,-12.18,2.25,0.00,-0.01,-0.00,1.44,12.97,-2.88,0,1566
931547,24.63,881.47,1159.88,0.35,-10.04,-0.15,-5.90,-12.22,2.25,-0.00,-0.04,0.00,1.44,13.45,-2.88,0,1567
932145,24.63,881.48,1159.84,-0.02,-10.01,0.43,-5.91,-12.23,2.25,-0.01,-0.01,0.01,1.44,12.97,-2.40,0,1568
932743,24.63,881.47,1159.88,0.43,-10.04,-0.13,-5.91,-12.24,2.26,0.00,-0.01,0.00,1.44,12.97,-3.36,1,1569
933341,24.63,881.48,1159.82,0.07,-10.00,0.24,-5.91,-12.24,2.26,-0.00,-0.00,0.00,0.96,12.49,-2.40,2,1570
933939,24.63,881.49,1159.77,0.20,-10.02,-0.16,-5.92,-12.28,2.25,-0.01,-0.04,-0.00,1.44,12.97,-2.88,0,1571
934537,24.63,881.49,1159.74,-0.08,-10.02,-0.08,-5.92,-12.31,2.25,-0.00,-0.04,-0.00,1.44,12.97,-3.36,0,1572
935140,24.63,881.51,1159.58,-0.22,-10.02,-0.08,-5.92,-12.32,2.25,-0.01,-0.01,-0.00,0.96,12.97,-3.36,0,1573
935744,24.63,881.52,1159.46,0.10,-10.06,-0.16,-5.92,-12.36,2.25,0.01,-0.03,-0.00,0.96,12.97,-2.88,0,1574
936342,24.63,881.52,1159.49,0.57,-10.04,-0.49,-5.92,-12.35,2.26,-0.00,0.01,0.01,1.44,13.45,-2.88,0,1575
936940,24.64,881.51,1159.52,0.07,-10.06,0.17,-5.92,-12.35,2.26,-0.00,0.00,0.01,0.96,12.97,-2.40,0,1576
937538,24.64,881.52,1159.41,0.08,-10.00,0.15,-5.93,-12.36,2.26,-0.01,-0.01,-0.00,0.96,13.45,-2.40,1,1577
938136,24.64,881.55,1159.14,0.20,-10.05,-0.15,-5.94,-12.37,2.27,-0.01,-0.01,0.01,0.96,12.49,-2.88,0,1578
938735,24.64,881.56,1159.11,-0.03,-10.05,-0.10,-5.95,-12.35,2.27,-0.01,0.02,0.00,0.96,12.97,-2.88,0,1579
939333,24.64,881.57,1158.99,-0.01,-9.92,0.09,-5.96,-12.36,2.27,-0.01,-0.01,0.00,1.44,12.49,-2.88,0,1580
939931,24.64,881.55,1159.13,0.30,-10.03,-0.14,-5.96,-12.37,2.27,-0.00,-0.01,0.00,1.44,12.97,-2.88,0,1581
940528,24.64,881.55,1159.16,-0.14,-10.05,-0.21,-5.96,-12.37,2.28,-0.00,-0.00,0.01,0.96,12.97,-3.36,0,1582
941126,24.64,881.55,1159.17,0.05,-10.01,0.02,-5.97,-12.37,2.28,-0.01,0.00,0.00,1.44,12.97,-3.36,1,1583
941724,24.64,881.55,1159.20,0.21,-10.14,-0.10,-5.98,-12.39,2.28,-0.01,-0.02,0.00,1.44,12.97,-2.88,2,1584
942322,24.64,881.56,1159.11,0.05,-10.03,0.16,-5.98,-12.40,2.28,-0.00,-0.01,0.00,0.96,12.97,-1.44,0,1585
942920,24.65,881.55,1159.15,0.25,-10.06,-0.16,-5.98,-12.41,2.28,0.00,-0.01,-0.00,0.96,12.97,-3.36,0,1586
943519,24.65,881.57,1159.02,0.11,-9.96,-0.03,-5.99,-12.42,2.28,-0.01,-0.01,0.00,1.44,12.97,-2.88,1,1587
944117,24.65,881.58,1158.94,0.14,-10.07,0.06,-5.99,-12.42,2.28,-0.00,-0.00,0.00,1.44,12.97,-2.88,2,1588
944715,24.65,881.57,1159.03,-0.07,-10.11,-0.11,-5.99,-12.42,2.28,-0.00,-0.00,-0.00,1.44,12.49,-3.36,0,1589
945318,24.65,881.56,1159.09,-0.12,-10.05,0.02,-5.99,-12.44,2.28,0.00,-0.02,0.00,0.96,13.45,-2.40,1,1590
945916,24.65,881.54,1159.22,0.25,-10.08,-0.07,-5.99,-12.46,2.28,-0.00,-0.02,0.00,0.96,12.49,-2.88,0,1591
946515,24.65,881.55,1159.16,0.15,-9.97,0.02,-6.00,-12.46,2.28,-0.01,-0.01,0.00,1.44,12.97,-3.36,1,1592
947113,24.65,881.56,1159.13,0.07,-10.01,0.02,-6.01,-12.46,2.28,-0.01,0.00,-0.00,1.44,12.97,-2.40,0,1593
947711,24.65,881.56,1159.05,0.12,-10.00,0.13,-6.02,-12.47,2.28,-0.01,-0.01,0.00,0.96,12.97,-2.88,0,1594
948309,24.66,881.56,1159.05,0.08,-10.03,0.09,-6.03,-12.49,2.29,-0.01,-0.02,0.00,0.96,12.49,-1.92,1,1595
948907,24.66,881.54,1159.22,0.09,-10.03,0.11,-6.03,-12.50,2.29,-0.01,-0.01,0.00,1.44,12.49,-1.44,0,1596
949505,24.66,881.56,1159.05,0.24,-9.99,-0.08,-6.04,-12.52,2.29,-0.00,-0.02,0.00,1.44,12.97,-2.88,1,1597
950103,24.66,881.57,1158.96,-0.02,-10.07,-0.06,-6.04,-12.51,2.30,-0.00,0.01,0.01,1.44,12.97,-3.36,2,1598
950701,24.66,881.57,1158.98,0.00,-9.99,0.09,-6.04,-12.51,2.29,-0.00,-0.00,-0.00,0.96,12.49,-2.88,0,1599
951300,24.66,881.57,1158.94,0.35,-10.01,0.06,-6.05,-12.55,2.30,-0.00,-0.03,0.01,1.44,12.49,-3.36,0,1600
951897,24.67,881.55,1159.15,0.27,-10.01,0.01,-6.06,-12.54,2.31,-0.01,0.01,0.01,1.44,12.97,-3.84,0,1601
952495,24.67,881.55,1159.13,0.11,-10.03,-0.09,-6.06,-12.53,2.31,-0.00,0.01,-0.00,1.44,12.49,-2.88,0,1602
953093,24.67,881.54,1159.30,-0.11,-10.05,-0.10,-6.07,-12.55,2.31,-0.01,-0.02,0.01,1.44,12.97,-2.88,0,1603
953692,24.67,881.53,1159.32,0.14,-10.03,-0.11,-6.07,-12.56,2.32,-0.00,-0.01,0.00,1.44,12.97,-2.88,0,1604
954290,24.67,881.54,1159.28,0.04,-10.06,-0.14,-6.08,-12.56,2.32,-0.01,0.00,0.01,1.44,12.97,-2.88,1,1605
954888,24.67,881.53,1159.37,-0.07,-9.98,0.19,-6.09,-12.56,2.32,-0.01,0.00,0.00,0.96,12.97,-2.40,2,1606
955486,24.67,881.53,1159.32,0.19,-10.06,-0.04,-6.08,-12.58,2.32,0.00,-0.02,0.00,1.44,12.97,-2.40,3,1607
956084,24.67,881.54,1159.25,0.11,-9.99,-0.03,-6.09,-12.58,2.33,-0.01,0.00,0.00,1.44,13.45,-3.36,0,1608
956682,24.67,881.54,1159.27,-0.10,-10.07,0.03,-6.09,-12.60,2.33,0.00,-0.02,0.00,0.96,13.45,-3.36,1,1609
957280,24.67,881.55,1159.20,0.03,-10.01,-0.04,-6.09,-12.61,2.33,-0.00,-0.01,0.01,1.44,12.97,-1.44,0,1610
957879,24.67,881.54,1159.24,0.13,-10.05,0.05,-6.10,-12.63,2.34,-0.01,-0.02,0.00,0.96,12.97,-2.40,0,1611
958477,24.67,881.55,1159.18,-0.01,-10.00,0.01,-6.10,-12.62,2.33,-0.00,0.01,-0.00,1.44,13.45,-2.40,1,1612
959075,24.67,881.56,1159.06,0.06,-9.98,0.03,-6.10,-12.63,2.34,-0.00,-0.01,0.00,1.44,12.97,-2.40,0,1613
959673,24.67,881.57,1158.99,0.08,-10.08,-0.07,-6.11,-12.63,2.34,-0.01,0.00,0.00,1.44,12.49,-2.88,1,1614
960271,24.67,881.58,1158.91,-0.18,-10.01,-0.12,-6.11,-12.62,2.34,0.00,0.02,0.00,0.96,12.49,-1.92,0,1615
960869,24.67,881.58,1158.88,0.03,-10.06,-0.11,-6.11,-12.64,2.35,0.00,-0.02,0.01,0.96,12.97,-2.40,0,1616
961467,24.67,881.57,1159.00,0.20,-10.03,-0.04,-6.11,-12.63,2.35,-0.01,0.01,-0.00,0.96,12.97,-2.88,0,1617
962065,24.67,881.57,1158.98,0.01,-10.02,0.16,-6.12,-12.66,2.35,-0.01,-0.03,-0.00,0.96,12.97,-2.40,0,1618
962663,24.67,881.57,1159.00,0.14,-10.10,-0.12,-6.12,-12.68,2.35,0.00,-0.02,0.00,0.96,12.49,-3.36,1,1619
963261,24.67,881.57,1158.97,-0.32,-10.04,-0.02,-6.12,-12.70,2.35,-0.00,-0.02,0.01,0.96,12.49,-2.88,0,1620
963859,24.67,881.57,1159.00,0.00,-10.05,-0.19,-6.12,-12.70,2.35,-0.00,-0.00,0.00,1.44,12.97,-2.88,0,1621
964457,24.67,881.56,1159.12,-0.08,-10.03,-0.04,-6.11,-12.72,2.36,0.02,-0.01,0.01,-1.92,11.05,-3.84,1,1622
965056,24.68,881.57,1158.99,0.34,-10.04,-0.09,-6.11,-12.73,2.37,-0.00,-0.01,0.01,1.92,12.97,-2.88,0,1623
965654,24.68,881.58,1158.88,0.14,-10.04,0.18,-6.11,-12.71,2.37,-0.00,0.02,0.01,0.96,12.97,-2.88,0,1624
966252,24.68,881.58,1158.85,0.30,-9.96,0.20,-6.11,-12.72,2.37,0.00,-0.01,0.00,1.44,12.49,-1.92,0,1625
966845,24.68,881.58,1158.93,0.16,-10.01,-0.00,-6.12,-12.73,2.37,-0.01,-0.01,-0.00,1.44,12.97,-2.88,0,1626
967443,24.68,881.58,1158.91,-0.08,-10.06,0.07,-6.13,-12.73,2.37,-0.00,0.00,-0.00,1.44,12.49,-2.88,0,1627
968041,24.68,881.57,1158.99,-0.00,-10.07,-0.17,-6.13,-12.74,2.37,-0.00,-0.01,-0.00,1.44,12.97,-3.36,0,1628
968644,24.68,881.57,1159.00,-0.05,-10.00,-0.14,-6.14,-12.74,2.37,-0.01,-0.00,-0.00,0.96,12.97,-2.88,1,1629
969248,24.68,881.57,1158.95,0.12,-10.05,-0.11,-6.14,-12.76,2.36,-0.00,-0.02,-0.00,1.44,12.49,-2.40,0,1630
969846,24.68,881.56,1159.07,0.34,-10.04,0.01,-6.14,-12.78,2.37,-0.00,-0.02,0.00,0.96,12.97,-2.88,0,1631
970444,24.68,881.56,1159.12,0.06,-10.05,0.10,-6.14,-12.79,2.37,0.00,-0.01,0.00,1.44,12.97,-2.88,0,1632
971042,24.68,881.55,1159.14,0.17,-10.07,-0.05,-6.15,-12.80,2.37,-0.00,-0.00,0.00,0.96,12.97,-2.88,0,1633
971640,24.68,881.56,1159.09,0.07,-10.07,-0.11,-6.16,-12.80,2.37,-0.01,-0.01,-0.01,1.44,12.97,-3.36,0,1634
972238,24.68,881.56,1159.10,0.12,-10.04,-0.04,-6.16,-12.81,2.37,-0.00,-0.01,0.00,0.96,12.97,-2.40,0,1635
972836,24.69,881.54,1159.23,0.16,-10.01,0.03,-6.16,-12.82,2.37,-0.00,-0.01,0.01,0.96,13.45,-3.36,0,1636
973434,24.69,881.55,1159.20,0.06,-10.01,-0.07,-6.16,-12.83,2.38,-0.00,-0.01,0.00,0.96,13.45,-2.40,0,1637
974032,24.69,881.55,1159.16,0.14,-10.00,0.01,-6.17,-12.83,2.38,-0.01,-0.01,0.00,1.44,12.49,-2.88,0,1638
974630,24.69,881.55,1159.14,0.11,-10.07,-0.02,-6.17,-12.84,2.38,-0.00,-0.01,0.00,1.44,12.97,-3.36,1,1639
975228,24.69,881.56,1159.12,0.05,-10.06,-0.03,-6.18,-12.85,2.38,-0.01,-0.01,0.00,1.44,12.49,-2.88,0,1640
975827,24.69,881.54,1159.24,0.04,-10.05,-0.03,-6.19,-12.85,2.39,-0.01,-0.00,0.01,1.44,12.97,-2.88,0,1641
976425,24.69,881.54,1159.24,0.14,-10.01,-0.02,-6.19,-12.85,2.39,-0.00,0.00,0.00,1.44,12.97,-2.40,0,1642
977023,24.69,881.53,1159.33,0.08,-10.00,0.09,-6.19,-12.86,2.39,-0.01,-0.01,0.00,0.96,12.49,-2.40,0,1643
977621,24.70,881.54,1159.24,0.04,-10.02,0.04,-6.20,-12.87,2.40,-0.00,-0.01,0.01,1.44,13.45,-2.88,1,1644
978220,24.70,881.54,1159.28,0.20,-10.03,-0.02,-6.20,-12.88,2.41,-0.01,-0.01,0.01,1.44,12.97,-2.40,0,1645
978818,24.70,881.53,1159.40,0.17,-10.04,0.07,-6.21,-12.89,2.41,-0.01,-0.01,0.00,1.44,12.97,-2.88,0,1646
979416,24.70,881.54,1159.29,0.04,-10.07,-0.05,-6.22,-12.89,2.41,-0.00,-0.01,-0.00,0.48,12.97,-2.88,0,1647
980014,24.70,881.53,1159.35,0.14,-10.04,-0.08,-6.22,-12.90,2.41,-0.00,-0.01,0.00,1.44,12.49,-3.36,0,1648
980612,24.70,881.53,1159.40,0.16,-10.09,-0.09,-6.22,-12.91,2.41,-0.00,-0.01,0.01,1.44,12.97,-3.36,1,1649
981210,24.70,881.53,1159.40,0.12,-10.04,-0.09,-6.22,-12.94,2.41,-0.00,-0.02,0.00,1.44,12.97,-1.92,2,1650
981808,24.70,881.51,1159.57,0.17,-10.00,0.01,-6.23,-12.94,2.41,-0.00,-0.01,-0.00,0.96,12.49,-2.40,0,1651
982406,24.70,881.52,1159.47,0.11,-9.98,0.04,-6.23,-12.95,2.42,-0.01,-0.01,0.00,1.44,12.97,-2.40,0,1652
983004,24.71,881.53,1159.38,0.16,-10.07,0.05,-6.24,-12.95,2.42,-0.00,-0.00,-0.00,1.44,12.97,-2.88,1,1653
983602,24.71,881.52,1159.43,0.02,-10.05,-0.06,-6.24,-12.97,2.42,-0.00,-0.02,0.01,1.44,13.45,-2.88,0,1654
984201,24.71,881.54,1159.27,0.01,-10.07,0.03,-6.25,-12.98,2.42,-0.01,-0.01,0.00,0.96,12.97,-2.40,1,1655
984799,24.71,881.52,1159.47,0.06,-10.09,-0.11,-6.25,-12.99,2.43,-0.00,-0.01,0.00,1.44,12.97,-2.88,0,1656
985397,24.71,881.52,1159.41,0.12,-10.07,-0.09,-6.26,-13.00,2.43,-0.00,-0.00,0.00,1.44,13.45,-2.88,1,1657
985995,24.71,881.52,1159.42,0.10,-10.02,-0.08,-6.26,-13.01,2.43,-0.00,-0.01,0.01,0.96,13.45,-2.88,0,1658
986593,24.71,881.52,1159.42,0.10,-10.05,-0.08,-6.27,-13.01,2.44,-0.01,-0.00,0.00,1.44,12.49,-2.88,0,1659
987191,24.71,881.52,1159.46,0.12,-10.05,-0.01,-6.27,-13.01,2.44,-0.00,-0.00,0.00,1.44,12.49,-1.92,0,1660
987790,24.71,881.51,1159.56,0.05,-10.02,-0.02,-6.28,-13.02,2.45,-0.01,-0.01,0.01,0.96,12.49,-2.40,0,1661
988388,24.71,881.51,1159.53,0.07,-10.03,-0.13,-6.29,-13.03,2.45,-0.01,-0.01,0.00,0.96,13.45,-2.88,0,1662
988986,24.71,881.51,1159.51,0.07,-10.04,-0.10,-6.29,-13.03,2.45,-0.01,-0.00,0.00,1.44,12.97,-3.36,0,1663
989584,24.71,881.51,1159.52,0.05,-10.03,-0.10,-6.29,-13.03,2.46,-0.00,-0.00,0.01,1.44,12.49,-2.88,1,1664
990183,24.71,881.51,1159.54,0.10,-10.05,-0.03,-6.29,-13.04,2.45,0.00,-0.01,-0.00,0.96,12.49,-2.40,2,1665
990783,24.71,881.50,1159.66,0.08,-10.02,0.03,-6.30,-13.05,2.45,-0.00,-0.01,0.00,1.92,12.49,-2.88,3,1666
991381,24.71,881.52,1159.49,0.15,-10.03,-0.05,-6.30,-13.06,2.45,-0.01,-0.01,0.00,0.96,12.97,-2.88,0,1667
991979,24.71,881.51,1159.53,0.00,-10.06,-0.11,-6.30,-13.07,2.46,0.00,-0.01,0.00,0.96,12.97,-2.40,0,1668
992577,24.71,881.52,1159.47,0.14,-10.06,0.00,-6.31,-13.07,2.46,-0.00,-0.00,0.00,0.96,12.97,-2.88,0,1669
993176,24.71,881.52,1159.45,0.06,-10.01,0.03,-6.30,-13.07,2.46,0.00,-0.01,0.01,0.96,12.97,-2.40,0,1670
993774,24.71,881.51,1159.56,0.14,-10.07,0.04,-6.31,-13.09,2.47,-0.01,-0.01,0.01,0.96,12.97,-3.36,1,1671
994372,24.71,881.51,1159.51,0.11,-10.05,0.04,-6.31,-13.09,2.47,-0.00,-0.00,-0.00,0.96,12.97,-2.88,0,1672
994970,24.72,881.50,1159.64,0.15,-10.07,0.00,-6.32,-13.10,2.47,-0.01,-0.01,-0.00,0.96,12.49,-2.40,1,1673
995568,24.72,881.51,1159.58,0.04,-10.03,-0.17,-6.33,-13.11,2.46,-0.01,-0.01,-0.00,0.96,12.49,-3.36,2,1674
996166,24.72,881.51,1159.59,0.11,-10.06,-0.01,-6.33,-13.12,2.47,-0.01,-0.01,0.00,1.44,12.49,-2.40,0,1675
996765,24.72,881.49,1159.74,0.10,-10.06,-0.04,-6.34,-13.12,2.47,-0.01,-0.00,0.01,1.44,12.97,-2.88,0,1676
997363,24.72,881.50,1159.65,0.05,-10.02,-0.10,-6.34,-13.14,2.47,-0.00,-0.02,-0.00,0.96,12.49,-2.88,0,1677
997961,24.72,881.49,1159.77,0.06,-10.01,-0.00,-6.34,-13.14,2.48,-0.01,-0.01,0.00,0.96,12.97,-2.88,0,1678
998559,24.72,881.50,1159.65,0.06,-10.01,-0.05,-6.35,-13.15,2.47,-0.00,-0.00,-0.00,0.96,12.49,-3.36,0,1679
999157,24.72,881.51,1159.59,0.14,-10.03,-0.02,-6.35,-13.15,2.47,-0.00,-0.00,0.00,1.44,12.97,-2.88,0,1680
999756,24.72,881.50,1159.61,0.11,-10.06,0.01,-6.36,-13.15,2.47,-0.01,-0.00,-0.00,0.96,12.97,-2.88,0,1681
1000354,24.72,881.51,1159.59,-0.04,-10.02,-0.09,-6.36,-13.16,2.47,-0.01,-0.01,-0.00,1.44,12.97,-1.92,1,1682
